items,quantities,unit_utilities
carrot|toilet_paper|bagel|salami|nuts,2.6|3.2|1.7|3.9|3.9,2.06|6.8|1.71|9.17|2.34
detergent|tomato,3.2|4.7,3.94|2.41
shampoo|croissant|toothpaste|cereal,5.0|3.1|3.5|3.0,11.49|5.27|9.81|5.51
dessert|oil|candy|chicken,1.6|1.8|5.0|1.7,8.6|7.19|2.83|7.97
orange|chocolate|cream,3.2|4.3|2.6,2.72|3.55|7.02
pizza|tea|toilet_paper,4.7|4.3|4.1,3.9|2.4|4.46
chicken|vinegar|dinner|salami|yogurt,4.3|1.9|3.4|3.5|2.2,8.12|7.57|6.4|7.9|4.43
apple|cake|ice_cream|wine,1.4|2.8|2.2|1.8,4.0|5.21|6.12|9.8
soda|milk|tomato,4.5|3.8|2.4,6.59|6.2|3.61
dessert|rice,2.5|2.2,6.83|7.99
chips|soda|salami,4.1|1.7|4.0,5.81|1.46|8.08
tomato|carrot,3.1|1.2,1.95|3.35
vegetables|oil|crackers|butter|nuts,2.0|2.4|4.4|2.8|4.4,9.18|5.34|5.24|5.93|3.37
butter|muffin|beer,4.3|3.5|2.8,3.99|5.99|6.95
oil|chocolate,4.4|2.7,6.01|3.95
beef|pasta|soap|potato|ham,3.5|4.5|4.0|4.7|2.2,6.9|5.87|3.09|2.32|7.22
soda|muffin,3.4|3.8,8.03|5.21
tuna|ice_cream|shampoo|candy|soda,2.6|1.8|2.7|2.7|2.1,13.78|5.27|4.96|3.34|2.38
cream|soda|detergent|olives|yogurt,1.7|3.6|4.1|3.1|4.1,4.83|7.19|11.5|9.81|6.34
detergent|apple,3.5|2.1,3.26|2.92
tea|pretzels,4.0|1.5,8.07|3.56
vegetables|muffin|water|berries|cheese,3.5|4.4|1.5|3.6|4.8,3.06|5.59|11.65|9.21|4.51
potato|tomato|flour|crackers,4.5|3.5|3.1|4.2,1.68|2.15|3.57|6.36
vinegar|tomato,4.1|3.9,5.14|1.85
carrot|oil|croissant|salmon,4.6|1.7|2.4|4.3,2.69|3.53|2.71|9.46
pork|salmon|dinner|beer|water,1.8|2.4|1.8|1.3|4.9,7.36|13.27|5.95|9.21|8.28
bread|apple|milk|lettuce|vegetables,3.2|3.5|3.5|2.3|4.3,2.33|3.01|4.09|2.22|3.63
pasta|chocolate|toothpaste|turkey|olives,2.8|1.2|3.2|2.8|2.2,2.84|4.13|6.81|5.09|5.0
vegetables|olives|pork|wine,1.5|2.4|2.6|1.2,3.65|9.44|5.89|7.25
dinner|chicken|toothpaste|olives,3.4|4.8|4.6|2.2,5.39|9.66|10.34|4.27
soda|tea|juice|dinner|bread,4.1|4.6|4.5|3.5|3.1,5.63|2.56|2.67|8.5|5.18
chocolate|milk,3.5|3.0,5.75|4.14
paper_towels|dessert|salmon|tuna,2.1|4.1|1.0|4.2,4.79|8.54|13.7|11.31
cream|berries|banana,4.5|4.9|4.8,7.58|9.42|2.41
paper_towels|bagel|oil|butter,3.3|1.7|4.7|2.9,5.98|2.73|2.33|2.85
ice_cream|shampoo|onion,3.3|3.5|2.1,6.76|5.96|1.08
detergent|coffee,3.7|3.2,6.91|4.11
milk|chips|juice|crackers,2.7|4.2|3.9|2.0,4.69|5.38|3.22|4.1
yogurt|toilet_paper,1.5|1.8,2.0|5.07
beer|salmon|chips,2.4|1.6|2.4,10.08|10.78|4.14
chips|cream,2.6|2.6,2.55|6.15
beer|apple|turkey_slices|crackers|bread,2.6|3.4|4.6|4.9|4.9,7.51|3.28|8.04|2.11|4.09
muffin|paper_towels|coffee,2.9|3.4|3.1,1.97|6.39|2.92
salt|olives|tuna|water|bread,1.1|2.3|3.0|3.1|2.0,1.86|5.6|11.48|1.89|5.54
olives|pasta|milk|turkey_slices,3.3|1.3|2.3|1.7,9.93|1.85|2.44|7.63
chips|salmon|tea|soap,1.1|2.3|1.4|1.1,6.75|7.61|6.12|6.67
soap|milk|vegetables,3.2|3.2|4.2,11.42|3.33|9.56
beef|cheese|ice_cream|milk,1.4|3.9|2.4|2.0,14.44|7.41|4.13|4.56
salt|chicken|crackers|paper_towels,3.9|2.8|1.8|1.9,5.0|14.09|5.1|3.85
orange|bagel,4.0|2.4,3.8|4.87
juice|soap|milk|coffee,3.8|2.3|4.2|3.4,4.41|10.17|6.68|1.05
ham|cereal|toilet_paper,1.9|3.0|1.0,6.49|1.65|8.72
toothpaste|turkey_slices|vinegar|tea,3.3|4.4|1.5|4.8,6.02|7.31|5.06|8.6
cheese|wine|dinner|chips,1.6|4.4|1.7|2.2,3.06|10.09|3.07|6.23
butter|tea,4.5|3.2,7.04|7.25
rice|beer|shampoo,2.0|1.7|2.9,3.2|4.61|7.37
wine|candy|soap,1.5|3.7|4.0,11.1|3.37|6.62
crackers|cheese|pasta|butter|salt,2.3|2.7|1.0|4.6|3.7,2.45|5.7|1.88|5.69|5.76
candy|turkey|toilet_paper|hummus,3.5|4.0|1.8|2.4,3.91|10.74|4.11|8.69
crackers|oil,1.6|4.1,4.72|5.86
yogurt|dinner|pretzels,1.1|4.1|2.3,7.99|8.74|6.18
salt|oil|vinegar,4.2|3.1|3.9,2.63|5.25|4.08
vinegar|rice|toilet_paper,1.1|3.1|1.7,3.12|4.71|4.26
salt|coffee|chocolate|beef,2.4|1.5|4.7|3.3,3.24|7.84|4.11|5.98
candy|pizza|carrot,2.9|1.3|4.1,2.22|3.21|2.47
pork|orange,2.8|3.2,5.95|2.84
muffin|bread|orange,2.1|1.7|4.4,5.91|2.4|1.58
flour|shampoo|nuts|pork,1.1|2.8|2.7|1.0,5.81|7.27|3.34|11.62
chocolate|turkey,5.0|1.4,4.14|13.89
hummus|cookies|cake|oil,4.3|4.9|2.1|2.9,7.66|4.61|3.21|5.67
turkey|detergent|potato|butter,4.6|1.1|1.5|3.1,8.68|7.41|3.16|5.6
tea|turkey,4.6|4.4,11.49|7.66
cheese|rice|cream|wine,1.9|1.4|2.9|2.6,7.75|7.34|5.43|5.31
potato|olives,1.7|4.9,1.98|5.05
bread|chicken|muffin|ham,4.5|3.3|2.6|4.9,4.22|9.69|2.33|7.86
crackers|wine|sugar|vegetables|toothpaste,2.5|2.0|4.7|3.8|4.1,5.44|5.93|2.71|8.58|11.3
milk|soda|potato,2.8|3.3|2.2,5.68|9.36|2.48
chips|tuna,2.8|4.0,3.22|13.98
cereal|sugar|shampoo|beef|salmon,1.0|1.6|4.0|2.1|2.1,7.02|3.38|3.69|5.03|9.43
vegetables|nuts|milk|croissant,3.4|3.5|4.7|3.5,6.41|4.05|2.02|4.64
cake|beef|candy|detergent|juice,4.6|1.8|3.2|3.0|3.3,4.78|6.88|3.08|7.47|3.28
toothpaste|crackers|turkey_slices|butter|rice,3.2|2.9|1.4|1.7|1.3,10.0|3.41|8.79|6.46|6.54
orange|chocolate|banana,3.4|4.9|3.1,1.66|5.42|2.73
orange|coffee|berries,1.5|3.3|3.9,3.06|7.06|3.38
cheese|beer|onion,3.1|1.3|3.1,3.31|7.57|2.77
berries|olives|bagel,4.7|1.2|4.1,6.57|5.66|3.59
chicken|yogurt|tea|coffee,4.6|1.2|4.8|1.2,14.1|7.66|5.46|2.1
pork|juice|orange|sugar|vegetables,1.8|1.9|4.7|5.0|3.2,10.07|7.71|1.2|6.66|5.21
salt|beer|beef,1.3|4.2|4.4,3.04|10.27|7.39
pizza|cream,1.6|2.4,8.72|5.27
hummus|salt|carrot|pizza|pasta,3.1|3.1|2.3|2.6|4.2,6.87|6.92|2.46|9.91|5.82
chocolate|potato|chips|beef|chicken,1.4|4.0|4.3|3.4|1.1,3.5|3.78|5.29|12.38|8.51
bread|croissant,1.2|5.0,5.29|4.53
lettuce|pasta|pizza|yogurt,2.5|3.8|3.1|4.2,3.73|7.05|8.31|5.15
soda|water|vinegar|paper_towels|oil,4.0|4.3|4.0|3.8|3.1,1.13|11.98|3.68|6.03|1.61
crackers|apple|tea,1.5|4.6|3.6,4.85|1.14|9.48
chicken|turkey|yogurt|dessert,4.2|3.8|4.4|4.7,14.56|9.64|4.86|5.64
milk|coffee|dinner|soap,1.1|3.6|1.3|2.0,3.46|10.74|3.23|8.37
turkey|toilet_paper|sugar|tuna|muffin,2.0|1.9|3.5|1.4|4.3,11.67|10.09|3.26|11.2|2.49
chips|toilet_paper,2.5|3.4,2.86|4.7
oil|water|banana,4.4|1.5|4.3,2.77|9.19|2.66
soda|turkey|salmon|olives|bagel,1.2|1.4|3.7|4.8|4.1,8.96|10.97|12.9|7.17|3.12
salt|turkey_slices|muffin|hummus|banana,4.3|2.3|3.0|1.4|2.7,5.49|5.04|4.4|9.34|1.88
water|bagel|coffee,2.2|2.4|3.1,7.36|1.61|11.23
oil|turkey_slices,4.1|4.7,3.69|6.21
butter|salami,2.5|4.5,7.33|9.73
rice|wine,3.0|4.9,7.79|6.39
carrot|tea,2.4|4.1,1.12|2.05
turkey|butter|beer,3.8|1.6|4.1,14.11|7.63|8.93
bagel|cookies|crackers,1.2|2.9|2.3,4.42|5.27|2.73
beef|yogurt|salami|chocolate,3.8|4.9|3.3|4.8,14.33|4.42|6.29|2.13
turkey_slices|chicken,4.6|3.9,9.76|5.83
cookies|vinegar|olives|chocolate|cereal,3.7|2.6|3.0|3.7|3.1,5.92|5.47|4.55|6.31|6.38
pork|cream|chicken|ham|potato,1.2|2.5|1.3|4.0|3.1,10.75|2.12|14.29|9.75|2.92
dessert|chips,4.5|1.3,7.1|6.81
vinegar|banana|pasta|turkey_slices,3.0|2.3|1.1|1.9,2.06|2.13|4.54|8.1
toilet_paper|ham|wine,3.7|3.1|4.2,6.66|9.22|11.77
water|vinegar,1.9|3.8,1.57|7.37
wine|nuts|apple|pork,3.5|2.7|1.0|1.7,9.47|4.79|1.27|14.49
cream|vinegar|carrot,3.3|2.4|3.8,3.57|6.65|1.07
yogurt|carrot|pretzels|berries|orange,4.9|3.4|1.8|1.2|3.1,5.47|2.05|6.96|3.02|2.35
potato|yogurt|bread|toothpaste|lettuce,4.2|3.6|1.6|4.7|3.8,3.22|5.4|2.38|8.3|2.2
olives|candy,1.3|1.9,7.91|2.13
ice_cream|turkey|dinner|olives,2.8|3.9|3.7|3.4,3.62|13.1|6.99|7.41
water|pasta|cream|vegetables,2.4|4.8|4.0|1.0,1.24|6.01|7.13|3.05
turkey_slices|rice|nuts|coffee,4.9|3.8|4.3|2.5,8.94|5.4|4.39|3.97
nuts|shampoo|ice_cream,2.9|4.1|3.4,2.29|4.4|2.52
beer|wine|cookies|pork,1.1|1.3|2.4|4.9,7.6|9.55|5.63|6.73
cake|croissant|paper_towels|chocolate,4.1|2.8|4.0|1.8,4.51|4.11|4.01|2.76
banana|potato|soda|pretzels|carrot,4.5|1.3|4.6|4.6|3.1,2.0|2.52|10.13|3.76|2.39
pasta|soap|chips|pretzels,3.8|2.4|2.5|1.6,5.98|9.25|5.82|5.46
olives|toothpaste|nuts|vegetables|turkey_slices,3.1|3.5|2.3|3.9|4.5,9.65|7.4|6.8|5.18|5.53
toothpaste|cheese|shampoo,3.1|2.5|3.0,9.92|3.8|5.14
tea|detergent,1.6|1.0,9.57|10.38
onion|turkey,4.3|1.5,2.84|11.66
dessert|candy,1.5|3.0,9.03|4.11
soda|pork|dinner,3.3|4.3|1.9,1.47|12.67|4.53
lettuce|butter|turkey|salt,4.0|2.9|5.0|1.4,1.85|4.99|5.07|6.86
paper_towels|turkey,1.9|4.2,10.81|6.74
detergent|rice|vinegar|tomato,3.8|2.0|3.3|3.4,4.0|2.69|1.62|1.02
water|ice_cream|dinner|hummus,4.2|3.2|2.4|4.8,9.45|6.37|6.83|8.96
cookies|tuna|juice,3.0|1.7|4.4,2.88|7.33|7.3
oil|cheese|pork,3.3|4.4|3.4,3.93|3.14|5.06
hummus|salt,2.2|4.0,4.82|3.07
beef|wine|chicken|onion,2.7|4.3|2.9|2.4,12.9|4.91|5.37|1.39
salmon|hummus,2.7|4.3,10.89|7.37
chocolate|turkey|cream|cheese,4.0|2.3|4.9|2.8,6.2|12.99|5.02|3.5
cereal|flour|tea,2.5|4.7|4.7,5.93|2.15|1.46
sugar|cake|banana,2.2|3.8|2.4,4.4|1.79|2.9
beer|cereal|lettuce|flour,4.4|2.5|4.5|2.9,4.57|7.66|3.33|2.12
croissant|water|lettuce,4.5|3.6|4.7,2.69|4.7|1.93
apple|chicken|detergent,1.8|1.7|2.8,1.49|10.66|10.64
soda|pizza|toilet_paper|yogurt|vegetables,3.6|1.4|2.2|2.5|2.9,3.48|3.07|4.41|3.15|6.09
crackers|cream|cereal,4.3|4.6|2.2,4.67|4.06|4.94
butter|dinner|tomato,1.3|4.6|2.1,4.67|3.42|2.09
rice|carrot|vinegar,3.7|1.5|1.9,1.96|3.7|3.83
tuna|pizza,3.7|2.6,7.39|3.07
carrot|tuna|rice|candy,3.2|4.6|1.1|4.1,2.27|6.4|2.68|5.59
bagel|butter,1.7|2.7,4.9|7.57
tea|beef|dinner|chocolate,4.1|2.0|2.0|3.0,5.33|11.41|9.62|3.47
shampoo|soap,1.2|2.7,11.87|9.57
yogurt|soda|rice|onion,3.2|2.2|3.8|4.6,2.21|6.06|6.72|3.88
coffee|vinegar|hummus,3.4|4.4|2.0,1.67|2.56|8.79
butter|flour|soap|tea|chips,4.0|4.2|3.8|4.1|2.2,3.9|5.28|10.22|6.39|5.39
banana|wine,1.8|4.4,1.75|6.85
paper_towels|juice|apple,4.1|3.9|2.6,8.96|9.6|1.65
pizza|soda|cookies|pretzels,2.4|1.7|3.5|1.0,7.3|3.15|3.45|4.11
crackers|rice|soap|turkey_slices,2.5|3.2|3.0|2.8,5.31|1.67|5.85|7.97
cookies|sugar,1.8|4.8,3.63|4.72
olives|turkey|turkey_slices|tea,4.6|4.0|3.6|2.3,5.89|6.72|7.89|7.49
water|crackers|muffin|salmon,1.4|3.8|1.0|1.3,3.31|6.76|3.64|11.14
beer|vegetables|orange|chocolate,1.7|2.3|4.7|1.8,5.68|8.28|1.53|6.11
butter|cereal|muffin,4.9|1.6|4.0,6.04|3.42|3.17
shampoo|butter|lettuce|flour|bagel,1.6|1.3|4.4|1.7|4.1,6.43|2.98|1.74|4.45|2.69
onion|bagel,2.7|1.4,2.91|1.53
salami|pork|salt|flour,1.5|5.0|3.4|5.0,7.33|8.31|3.71|3.86
pizza|beer|coffee|soda,3.0|3.0|3.9|1.2,9.29|3.74|4.87|11.48
nuts|soda,2.7|4.5,2.9|10.25
salt|dinner,3.8|3.1,6.58|5.45
beef|nuts,4.6|3.2,11.15|5.6
milk|salami|rice|paper_towels|muffin,2.4|3.5|1.0|2.6|2.5,7.91|7.0|3.85|9.6|4.82
pretzels|banana|carrot|vinegar,3.6|4.1|4.4|1.5,3.6|3.73|2.86|4.29
candy|salami,4.6|1.1,2.37|5.18
salt|wine,1.1|2.8,5.7|2.78
sugar|cream|salt|yogurt,4.4|3.3|1.8|4.0,3.59|5.76|4.78|3.64
hummus|apple,2.2|4.6,8.66|1.68
onion|toothpaste|yogurt,3.7|5.0|2.5,3.21|11.19|3.49
turkey_slices|salami|soda|ice_cream,3.5|2.7|3.1|2.7,6.56|8.02|10.32|3.13
turkey_slices|soda,1.6|2.9,9.84|1.33
rice|salami|candy|lettuce|orange,1.7|2.2|1.9|4.5|3.0,7.72|6.63|2.68|1.5|3.3
croissant|apple,3.8|2.2,2.09|1.61
turkey|shampoo|tea|dessert|beer,4.0|2.9|3.5|4.9|2.1,13.16|7.31|8.78|8.12|4.97
dessert|paper_towels|chicken,4.5|3.5|4.4,6.87|5.84|8.87
bagel|shampoo,1.9|4.8,2.19|10.97
soap|wine,3.6|1.8,8.64|4.03
cream|olives|shampoo,4.7|5.0|1.6,4.17|6.2|5.96
orange|croissant|onion|paper_towels|cereal,1.4|3.2|2.7|4.1|2.6,1.23|2.92|3.98|4.97|3.96
water|pretzels|onion|hummus,3.6|3.5|3.5|1.6,2.64|6.87|1.3|6.77
cream|flour,2.8|3.4,2.38|2.39
orange|cheese|milk|detergent,1.9|2.2|4.0|3.2,1.37|2.77|7.56|10.95
hummus|dessert|toilet_paper|ice_cream|cereal,4.1|3.2|4.7|4.3|3.4,7.23|6.74|5.02|2.1|3.48
butter|rice,2.4|1.9,2.82|6.82
muffin|detergent|olives,3.9|1.1|4.9,2.44|5.49|4.68
wine|paper_towels|pizza|sugar|juice,3.0|4.0|1.8|4.0|3.3,10.98|7.24|5.16|2.32|3.57
turkey|chocolate|paper_towels|dinner,2.8|4.9|1.9|2.3,13.97|4.99|4.2|5.82
pretzels|pizza|chocolate|vegetables|tomato,2.7|1.7|4.4|4.8|4.9,5.69|6.57|3.41|8.95|1.63
dessert|beer|tomato,2.1|1.8|4.5,10.0|3.24|2.14
cereal|berries|tomato,1.3|3.2|1.5,5.43|8.07|1.62
butter|ice_cream,1.3|1.1,6.77|2.55
beef|pasta|toilet_paper|bagel|turkey_slices,2.2|2.0|4.4|1.3|4.6,8.16|6.49|3.34|4.82|8.43
flour|vinegar|berries|turkey|ice_cream,2.4|4.7|4.5|2.2|3.0,1.99|3.91|5.27|11.39|3.62
toilet_paper|turkey|rice,3.5|4.9|1.2,8.47|7.09|1.99
milk|detergent|bread|onion,4.9|3.7|2.1|1.9,5.47|7.82|5.98|3.67
water|bagel,3.1|1.4,3.24|5.88
pork|tomato|milk|ice_cream,4.1|2.2|4.4|4.6,7.07|2.02|2.36|5.43
oil|juice|croissant|flour,1.9|3.9|4.5|1.1,7.6|6.63|4.45|6.34
chips|candy|tuna|potato,4.1|4.2|1.8|1.0,3.7|4.5|5.65|3.89
pretzels|hummus,3.1|2.7,3.49|5.84
pasta|flour|hummus|orange,1.9|3.9|3.3|1.1,5.95|6.36|8.41|2.4
juice|yogurt,2.6|1.6,2.4|7.8
soda|beef|ice_cream|paper_towels,4.5|1.9|3.4|1.2,3.48|6.69|7.17|6.17
beef|hummus|wine,1.3|1.2|1.0,7.2|7.23|2.29
vinegar|olives|carrot,3.0|3.4|4.0,3.92|7.13|3.82
apple|crackers,4.6|1.4,2.12|3.92
juice|toilet_paper|cookies|ham,3.4|2.2|1.8|1.0,4.43|8.75|2.99|9.44
cream|beef|bagel,2.7|1.6|2.3,3.05|7.34|1.9
chocolate|crackers|salami,3.7|4.8|5.0,6.82|2.68|5.49
yogurt|croissant,3.1|5.0,7.31|4.72
cream|turkey_slices,4.3|2.3,7.52|6.26
oil|pizza|dinner|sugar|cheese,4.1|1.9|3.2|1.0|2.1,1.99|8.45|4.83|5.6|5.48
vinegar|potato|vegetables,1.1|3.6|3.6,1.86|1.64|3.74
shampoo|yogurt|cookies,2.0|3.8|4.3,3.89|4.03|3.45
olives|dessert,2.0|4.6,9.54|3.56
juice|apple|dinner|dessert|cheese,4.9|4.4|1.7|4.4|3.4,11.96|3.43|7.88|5.14|2.1
tuna|beer|muffin|detergent,4.9|2.1|3.8|2.6,7.25|9.42|3.99|4.5
turkey_slices|beef|vinegar|cereal|olives,4.7|1.2|1.1|1.4|2.5,7.35|6.17|2.02|2.3|9.73
butter|beef,3.6|4.9,5.74|14.95
nuts|muffin|wine,1.1|2.3|5.0,2.04|4.3|11.66
paper_towels|coffee|beer,2.8|4.9|2.4,10.69|3.84|2.2
tuna|water|wine,4.2|2.0|3.1,9.63|2.67|9.73
oil|turkey|cream|juice|cake,2.6|3.0|3.7|2.4|2.4,6.69|11.7|7.28|11.97|5.83
pasta|wine|soap|dessert|berries,2.4|3.3|1.9|1.7|2.5,4.76|9.96|3.22|6.09|9.37
orange|tuna|milk,4.2|1.5|2.1,2.62|10.21|7.05
olives|berries|salt|carrot,2.1|2.7|1.3|1.2,6.36|4.65|5.74|3.36
orange|apple,4.5|3.6,1.37|3.48
bagel|paper_towels|turkey_slices|vegetables|tea,2.6|4.0|1.4|4.4|1.9,2.05|8.86|7.21|9.71|8.62
apple|chicken,4.7|1.4,1.66|10.7
coffee|apple|cereal,4.0|3.3|5.0,6.77|3.05|3.54
hummus|beer|butter|toothpaste|salmon,3.2|2.8|1.4|4.2|1.1,4.8|8.89|4.66|4.19|6.16
turkey_slices|water|bagel|flour|beer,1.5|1.9|3.0|2.2|1.7,8.38|10.28|2.63|3.06|4.91
croissant|yogurt|chicken|soap,1.5|1.9|3.6|1.3,5.95|4.05|9.04|9.04
water|wine|yogurt,4.8|3.6|4.7,11.01|6.46|3.46
nuts|salmon,4.1|2.5,3.44|9.71
tuna|soda|ice_cream,3.4|1.0|2.7,10.56|4.16|3.21
olives|tomato,2.8|2.1,9.29|3.16
wine|toothpaste|ham,1.1|1.9|3.2,2.88|3.29|8.51
toilet_paper|pasta|berries|shampoo,4.4|2.4|5.0|2.8,9.82|2.5|9.04|4.58
yogurt|paper_towels,2.9|1.6,7.49|7.81
shampoo|cookies,2.1|4.9,8.03|4.3
muffin|lettuce|pasta|toothpaste,1.6|1.4|1.1|2.6,2.71|2.14|6.03|3.14
cake|paper_towels|beer|candy|olives,4.4|1.3|3.7|3.0|1.1,2.07|6.97|6.12|3.61|7.18
beer|orange|vegetables,2.0|4.2|2.0,7.03|3.79|9.89
pretzels|potato|muffin|ice_cream,3.7|2.6|1.2|2.9,4.85|2.59|4.05|2.89
vegetables|ham|vinegar|ice_cream,1.3|1.8|2.2|1.5,8.78|6.0|2.66|2.73
turkey_slices|chicken|beer,4.8|2.4|1.7,8.18|8.31|4.84
bread|banana|berries|salmon,3.7|1.6|3.3|2.7,2.05|2.24|6.19|5.03
vinegar|butter|dessert,4.5|1.7|3.1,5.88|7.35|9.65
turkey_slices|oil|dinner|cheese,4.4|4.9|1.2|3.1,4.92|6.99|7.95|4.17
hummus|carrot,3.6|2.4,7.57|3.04
tuna|sugar|wine|juice|soda,1.6|1.1|2.4|2.9|3.7,14.9|7.57|5.51|1.63|3.39
olives|chicken|salt|pretzels|salmon,1.0|1.5|4.7|4.6|3.6,9.04|7.87|4.08|4.29|6.15
banana|orange,3.4|3.2,2.39|2.59
soap|cake,4.6|3.3,3.71|3.76
detergent|tomato,2.0|3.3,11.89|1.55
nuts|beef,3.2|4.7,6.64|14.1
pizza|beer|flour,1.7|2.8|2.4,7.26|10.98|6.94
oil|shampoo|orange|soap|pasta,2.6|1.2|1.9|3.2|3.6,3.76|6.64|3.78|7.26|5.35
olives|ice_cream,4.8|2.3,9.18|2.27
chicken|turkey_slices|salt,3.9|4.2|2.9,7.58|8.14|7.55
turkey_slices|soda|apple|wine,2.6|4.8|1.7|4.0,4.49|2.23|1.15|3.34
candy|cookies|vinegar|ham|coffee,3.6|4.1|2.0|2.2|3.3,4.33|1.95|6.01|9.91|10.21
bread|wine|soap|vinegar,4.1|4.2|3.2|2.9,3.85|5.92|5.98|5.68
turkey|berries|coffee|beer|cake,3.3|3.8|3.8|3.9|3.7,11.14|9.44|7.27|4.08|3.2
chicken|yogurt|detergent,2.8|3.8|4.1,7.77|6.52|10.13
pasta|chocolate|coffee|yogurt|tomato,2.2|4.4|1.0|3.0|3.4,6.43|2.89|3.18|3.97|3.82
flour|orange,4.5|1.4,7.44|2.06
oil|chicken|pork|carrot|salt,1.5|2.5|3.2|3.2|4.7,5.77|14.15|7.53|1.92|4.75
tuna|crackers|berries|tomato,4.9|4.4|4.8|1.8,8.76|4.9|3.08|3.07
yogurt|berries,3.4|3.0,7.25|3.53
muffin|salmon|coffee,3.4|4.5|1.3,2.6|9.75|7.61
beef|salami|bagel,3.4|4.9|4.8,13.41|4.42|5.76
carrot|chocolate|pasta|vinegar,2.8|4.4|3.1|3.9,1.08|4.15|3.49|5.42
pizza|vegetables,1.3|2.8,9.59|5.43
wine|salmon,3.9|3.0,9.74|12.85
carrot|tea|ice_cream|cream|dessert,1.4|2.9|3.3|2.8|4.2,1.21|6.16|3.04|5.04|9.32
apple|pasta|dinner|croissant|vinegar,2.3|4.3|4.3|1.0|3.7,1.83|2.62|5.41|4.66|4.1
salami|hummus|sugar|salmon,3.4|1.2|3.9|1.1,9.42|9.75|2.27|6.18
detergent|lettuce|cereal|onion,1.1|3.9|3.6|1.3,8.34|2.41|4.07|2.17
yogurt|cereal|coffee,1.3|3.0|1.6,7.72|6.49|6.0
hummus|tuna,3.9|4.0,8.31|14.25
yogurt|ice_cream|ham|vegetables|salami,3.3|2.9|1.7|4.6|4.2,5.4|2.64|4.64|6.52|9.98
rice|soap,2.7|2.4,7.84|10.69
shampoo|pork|hummus|chocolate|cereal,2.3|2.2|4.6|4.1|4.4,11.58|10.01|4.08|5.41|2.76
ham|beer|chocolate|butter,1.7|1.4|3.4|1.9,6.76|9.15|2.99|4.18
detergent|cream,1.1|1.4,10.96|3.89
hummus|pretzels|onion,2.6|1.2|4.4,8.77|5.49|1.38
soap|butter,1.9|3.8,4.64|2.74
olives|muffin|cookies,2.5|4.1|1.3,9.61|3.46|2.79
soda|pork|toothpaste|juice,2.5|3.1|1.8|2.3,7.79|14.9|6.06|7.32
pork|chocolate|soda|coffee,4.9|1.9|3.5|1.1,14.87|5.24|5.12|3.02
potato|salt|tea,1.2|4.6|4.8,2.19|7.19|2.4
nuts|soda,2.3|2.4,6.72|3.38
cake|shampoo,4.5|1.5,1.98|3.68
detergent|vegetables,3.9|4.8,9.36|9.83
cake|potato|dinner|berries|juice,2.1|4.4|3.0|3.9|3.6,5.07|2.2|6.96|5.76|7.75
cream|milk|cheese|coffee|berries,3.2|4.2|4.8|4.0|3.5,5.22|7.88|5.42|4.67|9.93
tea|milk|candy,1.5|2.1|4.0,4.15|7.85|5.95
milk|tuna,4.7|2.8,3.59|13.38
cereal|salami|dessert|toilet_paper|detergent,3.0|2.5|4.7|3.5|1.1,4.36|9.89|5.14|7.78|10.27
pizza|detergent,1.1|2.7,5.0|5.78
wine|nuts|soda,3.5|1.7|1.2,6.27|3.14|10.11
salami|flour|paper_towels,4.7|2.9|1.3,4.63|2.81|8.94
muffin|potato|chocolate|orange,1.7|4.7|3.3|3.7,5.23|1.16|5.16|1.55
rice|cookies,3.6|1.9,5.78|2.75
chocolate|juice|vinegar,3.5|1.7|2.6,3.54|10.53|3.23
pretzels|cereal|turkey,4.3|1.1|1.8,2.16|5.64|12.66
soap|coffee|cheese|pretzels,1.3|3.6|2.4|4.5,9.61|9.0|2.27|3.17
bread|sugar|pasta|pizza,3.5|4.0|4.9|4.1,2.78|7.82|3.63|8.1
nuts|chips,1.5|2.7,5.0|5.8
pizza|turkey|dinner,3.6|2.5|2.4,7.02|5.47|3.61
dinner|vegetables|salami|beef|onion,1.3|3.8|4.4|1.3|4.3,3.3|3.65|6.15|10.13|2.28
berries|milk|candy|apple|wine,1.8|2.7|3.3|4.9|4.6,7.84|5.27|5.19|2.83|8.86
hummus|croissant|orange,3.5|4.9|1.8,8.66|1.65|1.93
yogurt|bread,4.5|4.7,3.85|1.54
bread|onion|juice|hummus,4.4|2.5|2.4|3.1,5.59|1.05|5.93|6.81
juice|paper_towels,4.3|2.3,6.18|9.15
carrot|vegetables|oil,3.5|2.8|4.4,3.13|3.13|3.73
pizza|paper_towels|shampoo|turkey_slices|salt,3.2|1.4|4.0|1.1|4.9,8.78|11.91|10.38|9.51|3.38
flour|soap,3.4|3.5,3.0|7.59
beef|olives|tea,2.2|1.9|3.0,5.09|6.31|4.37
tea|tomato|beer|cream|berries,1.4|1.1|1.8|1.9|2.6,9.21|3.1|10.43|3.46|6.09
coffee|salt,3.9|1.2,8.01|2.77
pretzels|orange|beer,2.6|1.5|3.3,5.14|1.63|1.59
potato|chicken|water|nuts|tuna,3.8|1.7|1.4|1.0|2.5,1.68|6.19|1.25|6.24|12.71
pretzels|beer|toilet_paper,3.9|2.8|2.8,4.84|6.04|3.98
carrot|nuts|turkey_slices,4.0|1.3|3.9,2.05|5.11|4.29
cake|bagel|turkey,3.9|2.9|2.0,5.54|5.43|10.33
