items,quantities,unit_utilities
banana|apple|toilet_paper|cheese|orange|crackers|rice|potato,2.5|4.6|2.0|3.0|4.5|4.2|4.6|4.4,1.41|3.27|3.21|7.61|1.63|2.05|4.85|1.48
turkey_slices|oil|flour|paper_towels|olives|carrot,4.0|2.2|3.3|2.4|3.9|2.6,8.96|7.63|5.77|8.12|4.72|1.27
cookies|beef|oil|bagel|salmon|cake|dinner|pork,4.1|2.7|3.2|1.5|3.5|4.5|1.8|4.6,2.1|13.3|3.8|2.07|13.61|2.63|6.95|8.21
chocolate|carrot|candy|turkey,4.8|1.3|3.6|1.7,4.04|2.94|2.56|14.02
berries|sugar|vegetables|nuts|toilet_paper|milk|candy|hummus,4.9|3.6|1.3|3.7|4.1|4.0|1.3|2.1,8.46|2.02|7.75|2.58|10.7|6.49|2.23|9.0
detergent|cereal|ice_cream|potato,2.6|1.1|4.9|1.1,4.69|4.6|5.25|2.02
ice_cream|pizza|oil,4.3|1.7|2.7,2.44|3.79|5.92
lettuce|orange|milk|rice|crackers|dessert,1.7|4.0|3.9|3.6|2.5|3.1,1.85|2.72|3.88|5.86|4.92|9.61
oil|berries|water|onion|pork,2.1|3.2|2.4|2.2|4.8,1.83|8.63|11.19|2.31|13.09
oil|tuna|nuts|coffee|toothpaste|detergent|candy,2.0|4.9|2.2|1.3|1.3|4.6|2.1,3.97|8.45|6.58|3.14|9.36|11.93|5.15
paper_towels|wine|turkey_slices|coffee,2.6|4.0|3.8|2.6,4.5|5.66|9.59|11.74
orange|water|shampoo|toothpaste|juice|olives|paper_towels,3.3|4.6|1.0|4.9|3.4|3.4|4.2,3.32|8.6|6.1|11.28|3.28|4.92|9.89
sugar|tuna|rice|candy|butter|dessert|chicken,3.9|4.2|4.9|2.8|3.8|4.6|1.8,3.77|7.45|2.31|6.58|5.31|9.63|11.75
pork|cream|olives|salmon|lettuce|pretzels,1.7|4.6|2.9|3.9|4.4|4.6,9.78|2.06|6.24|13.87|2.29|6.84
turkey|shampoo|hummus|salami|nuts|onion|pork|dinner,4.3|3.7|4.1|4.9|3.0|3.0|4.4|3.6,5.36|10.01|9.0|8.23|2.7|2.83|7.78|9.94
toothpaste|salt|beer|rice|apple,3.4|2.3|4.9|1.7|2.9,4.24|4.71|6.8|3.14|2.11
beer|pork|tuna|ice_cream,4.8|3.7|3.3|3.7,1.59|14.28|9.75|4.63
cheese|hummus|pork|dessert|banana|sugar|shampoo,4.8|3.6|3.6|1.8|2.4|4.8|4.9,7.8|7.58|14.27|6.85|2.15|5.58|4.14
cream|croissant|bread|water|salt,2.2|4.1|1.5|4.6|3.1,4.96|4.08|4.87|4.68|3.64
oil|milk|vegetables|onion|toothpaste,4.6|1.9|1.1|4.1|3.6,5.11|3.5|8.74|2.15|7.94
bread|salt|oil|cake|ham,2.2|1.0|3.3|4.6|2.5,1.88|2.68|3.25|5.91|7.77
salt|hummus|paper_towels|ham|cheese|pork,1.9|1.4|5.0|1.6|3.4|1.3,2.33|6.0|9.53|5.86|7.94|13.25
ice_cream|cake|toothpaste|onion,4.7|3.4|3.3|1.4,4.06|4.76|5.93|3.89
bagel|wine|muffin|banana,2.7|1.9|4.6|3.3,5.31|11.24|2.68|2.48
rice|olives|soap|chicken|tuna|coffee,2.4|4.4|3.7|2.4|3.9|2.6,4.69|7.63|8.9|5.53|9.17|6.41
croissant|detergent|berries|cereal|milk,4.9|2.5|1.9|2.7|4.8,4.18|10.44|6.17|2.17|6.19
tuna|beef|dinner|tea|carrot,1.4|2.5|1.1|4.2|2.0,11.05|6.62|8.7|7.13|2.14
soda|rice|dessert|salt|candy|paper_towels|toilet_paper|tuna,1.6|3.8|2.5|1.6|2.9|4.2|3.8|3.0,10.94|4.12|8.86|5.14|3.86|4.19|5.44|7.34
croissant|pork|milk|hummus|salmon|tea,2.9|3.9|4.6|2.4|1.5|2.7,4.06|12.36|2.18|7.33|10.85|6.46
toilet_paper|apple|carrot|ice_cream,2.8|2.1|3.0|1.7,9.16|3.34|3.25|7.69
carrot|croissant|berries|beer|cheese|cereal|toilet_paper,1.7|1.6|1.7|4.7|1.9|3.5|4.4,3.09|2.91|6.79|8.11|6.93|6.93|5.93
salmon|chips|beer|ham|pork|wine,1.4|3.4|2.0|1.7|2.2|2.1,11.28|4.12|10.8|9.88|10.86|9.73
tuna|carrot|banana|toilet_paper,2.2|1.5|2.8|3.0,5.2|1.45|3.45|5.09
milk|paper_towels|potato|olives|dessert,4.8|3.5|2.4|2.7|1.5,4.78|7.88|2.05|4.25|5.41
bread|cream|banana|detergent,4.7|4.6|1.3|4.2,5.9|6.62|1.76|11.78
toilet_paper|milk|salmon|muffin|candy|hummus,4.8|1.6|4.4|1.6|3.4|1.2,5.02|7.39|7.66|1.77|5.61|9.06
paper_towels|vegetables|cereal|chocolate|dinner,4.6|4.8|1.5|2.5|4.0,9.0|6.5|2.79|6.8|5.99
bagel|beer|sugar|lettuce|soda|juice|apple,4.4|1.7|3.2|4.6|2.7|1.2|5.0,3.33|8.51|4.85|2.4|10.02|1.72|1.08
carrot|onion|berries|salami|cheese|cake|hummus|lettuce,4.3|1.6|2.5|4.2|1.4|2.2|2.8|3.4,3.37|2.74|9.38|7.17|7.69|2.82|6.18|3.11
chocolate|juice|toilet_paper|orange|nuts|salmon,4.2|2.4|3.8|1.1|4.6|3.0,2.94|11.24|10.38|2.43|6.38|11.34
cereal|salt|pizza|onion|dinner,1.6|3.8|1.7|3.9|3.6,3.47|6.88|4.12|3.57|9.12
salmon|chips|vegetables|chicken,3.4|1.9|1.7|4.6,5.41|5.03|4.58|11.9
beer|bread|chicken|orange|pretzels|chips,2.7|4.9|4.8|2.5|3.0|2.1,4.72|2.07|7.12|1.68|5.37|3.62
potato|lettuce|juice|tomato|orange,3.9|2.1|3.9|2.6|3.8,1.76|1.41|10.15|3.06|1.74
chips|cereal|butter|tomato|yogurt,3.6|1.1|2.6|4.6|1.7,4.25|6.46|4.95|2.15|6.51
sugar|cream|chocolate|apple|wine|shampoo|cereal|flour,2.2|1.6|4.1|1.6|1.6|1.4|4.8|3.3,5.89|3.82|6.22|2.11|1.35|11.59|5.72|6.44
coffee|lettuce|pork|butter|soda|cream,3.9|4.5|1.6|3.5|2.0|3.9,3.38|1.17|12.65|3.59|3.95|7.17
onion|dinner|water|sugar|oil,1.7|5.0|1.6|3.2|3.7,3.6|5.8|2.06|3.1|6.46
wine|banana|toilet_paper|pizza|pretzels|flour,2.8|2.1|3.0|3.9|4.2|3.3,8.56|1.04|10.1|4.67|5.52|4.85
paper_towels|cheese|muffin|orange|croissant,3.6|2.4|4.3|2.1|2.5,10.68|4.54|2.95|1.88|2.82
dinner|toilet_paper|yogurt|olives,1.2|5.0|4.3|4.6,5.09|9.27|6.53|6.01
paper_towels|salami|ham|chips|olives|pork,4.0|2.1|1.3|4.3|3.0|2.7,7.38|5.21|8.61|4.37|7.58|11.14
dessert|beef|cereal|dinner|pizza|salmon,1.2|3.9|1.2|2.2|2.0|2.1,4.46|8.22|6.25|8.53|7.84|10.81
salt|toilet_paper|shampoo|cheese|cookies,2.3|3.2|1.6|1.3|2.3,2.6|3.52|3.16|2.48|3.17
crackers|tea|cream|butter|ice_cream|water,1.2|3.9|1.6|4.3|1.5|1.9,2.56|7.4|5.25|2.07|3.92|10.17
crackers|salami|pork|dessert|cereal,2.6|3.2|2.3|1.9|3.2,2.86|5.94|8.98|9.77|5.12
bread|paper_towels|pasta|cereal|cookies|milk|tea,2.4|4.5|3.6|3.0|4.8|4.2|3.4,4.15|7.32|5.11|6.42|3.34|4.31|4.13
detergent|flour|onion|butter|paper_towels|vegetables|wine,4.3|2.9|2.9|4.4|2.8|2.9|4.1,9.91|6.91|2.03|7.9|6.65|4.56|4.29
cereal|butter|muffin|water,1.5|3.8|2.9|2.8,6.14|2.36|5.27|1.28
cookies|ham|lettuce|vinegar,1.4|2.1|2.0|3.9,4.87|9.93|3.91|5.01
cream|sugar|lettuce|toilet_paper|ham|pretzels|detergent,2.8|1.1|1.9|1.3|4.4|1.4|1.0,2.55|5.34|2.48|8.3|5.47|3.53|6.35
water|potato|beef|oil,3.0|3.2|4.8|4.3,9.17|1.88|14.67|6.55
salmon|milk|candy|berries|vinegar,3.3|2.2|2.8|1.2|1.6,10.93|4.77|3.08|5.74|2.37
water|vinegar|crackers|chocolate|hummus|beer,1.5|1.5|1.7|3.2|4.1|4.0,3.31|7.02|5.14|6.31|9.87|4.9
vegetables|beef|toothpaste|muffin|pretzels|tea|cream|carrot,4.5|3.4|1.6|1.1|4.0|2.4|3.8|2.7,5.16|8.9|4.15|2.99|2.86|2.75|3.73|3.31
onion|salt|dinner|turkey|pasta|flour|bread,2.3|1.4|3.1|2.4|2.4|2.8|2.7,3.27|5.85|6.76|14.3|3.58|4.8|2.84
cream|dinner|butter|crackers|sugar|wine|shampoo,2.0|3.9|3.3|1.9|4.2|4.4|2.8,7.88|5.13|5.13|3.98|2.2|11.11|4.65
yogurt|bread|tea|banana|dinner|ice_cream|candy,4.0|3.8|1.7|3.5|2.1|4.4|4.7,5.29|5.04|11.47|2.37|8.96|2.84|2.72
vinegar|bread|chocolate|crackers|vegetables|toothpaste|toilet_paper|shampoo,3.4|4.9|2.4|4.6|2.1|2.5|4.8|1.6,6.75|5.33|6.76|6.7|4.02|4.0|11.06|9.64
vegetables|lettuce|chips|nuts|banana,4.6|3.3|4.0|1.7|4.9,6.27|3.27|2.46|3.25|1.01
pizza|ice_cream|salami|cookies|orange|rice,4.5|4.1|4.2|1.8|4.7|4.6,8.34|3.36|5.43|1.52|1.56|6.01
paper_towels|ham|dinner|dessert|ice_cream,4.1|2.6|2.0|3.3|2.1,9.8|6.47|6.75|8.26|5.11
vegetables|dessert|juice|milk|pizza,3.1|3.8|4.1|2.5|4.7,9.12|7.66|7.63|2.47|5.38
wine|oil|soap|toilet_paper|chips|bagel,1.3|4.2|1.6|3.5|4.9|1.2,5.25|4.68|8.54|8.72|5.71|5.99
wine|olives|nuts|pasta|paper_towels,4.7|4.7|2.2|1.6|3.8,5.18|8.58|4.26|2.55|10.62
soda|chips|paper_towels,3.5|3.8|2.7,6.27|6.21|9.48
vegetables|hummus|chocolate|yogurt|pasta|pretzels|cheese,4.3|4.2|3.6|1.9|1.8|4.8|3.0,8.9|9.54|6.93|5.7|7.44|5.72|3.4
paper_towels|onion|pork,3.6|1.3|3.1,10.88|1.59|13.89
water|pretzels|oil|cheese|toothpaste,2.9|2.1|2.5|2.1|3.5,3.5|4.72|4.8|7.3|6.27
turkey|beer|toothpaste|nuts,4.4|3.2|3.9|3.1,7.64|11.73|11.32|2.49
hummus|beef|bread|toilet_paper,1.7|2.5|4.3|4.3,7.38|13.49|3.18|7.15
berries|salt|paper_towels|flour|banana|dinner|cheese|candy,3.3|2.9|2.4|1.5|4.8|3.6|3.4|4.7,7.63|4.85|11.3|3.7|2.39|5.88|4.65|3.19
toilet_paper|potato|dessert|onion,1.5|4.6|2.0|3.4,7.38|2.26|4.83|3.98
carrot|muffin|turkey|hummus|bread|beer|crackers,3.3|1.1|1.9|2.9|4.0|2.8|3.5,2.39|1.77|9.83|4.86|3.04|11.41|5.8
lettuce|banana|shampoo|paper_towels|dessert|muffin|pasta,4.6|1.9|3.1|4.7|2.7|4.2|1.3,2.79|2.29|7.18|5.82|8.01|4.01|4.64
juice|soap|pork|potato|dinner|ice_cream|tuna|muffin,3.5|3.3|3.1|3.6|2.3|3.0|2.5|1.6,5.88|8.55|8.03|3.52|4.39|4.68|9.04|3.09
salmon|berries|cereal|milk|cream|cheese,2.4|3.5|4.3|3.0|4.5|1.3,6.2|7.75|4.03|3.69|7.9|5.6
salami|potato|dinner|butter|oil,1.3|4.9|1.7|2.7|4.1,7.95|3.31|6.03|3.66|3.59
coffee|soda|salami|chicken,1.0|2.4|2.8|1.4,5.75|3.19|7.52|13.14
chips|dinner|soap|butter|flour|toilet_paper|tomato,4.4|2.0|1.5|1.6|4.7|4.2|3.3,4.95|3.64|3.54|3.63|1.96|6.02|3.02
nuts|cake|yogurt|ham|dinner|bagel|pizza,4.8|1.4|3.5|3.1|3.4|1.7|1.2,3.03|2.38|5.72|7.73|5.22|4.77|9.56
pasta|dinner|banana|pork|flour,4.1|4.1|1.6|1.4|3.5,7.04|6.89|3.54|12.5|5.17
wine|ham|beef|turkey_slices|croissant|flour|tea,2.0|4.4|3.1|3.6|4.9|3.7|4.5,7.64|8.61|11.71|8.8|2.99|6.6|4.55
crackers|dinner|bread|juice,4.2|4.6|4.2|3.2,5.21|9.21|4.23|1.4
lettuce|salt|orange|beef|onion|ham,3.8|2.6|1.6|3.2|4.3|2.6,3.09|5.43|1.99|11.02|2.62|8.44
dessert|orange|berries|bagel,2.7|4.8|3.9|3.9,8.41|1.86|5.45|3.29
cheese|muffin|pizza|bread|oil|salt|dessert|potato,4.0|3.3|1.4|3.0|2.3|5.0|4.1|4.5,6.86|4.72|4.5|5.09|3.06|7.26|4.29|2.88
bagel|milk|turkey|wine,2.9|3.6|3.8|1.5,2.37|6.85|8.12|6.86
butter|paper_towels|shampoo|toothpaste|vinegar|dinner|coffee|cereal,4.9|1.5|1.8|4.6|3.1|2.8|2.5|4.9,2.61|5.3|7.88|10.39|3.82|9.14|2.53|7.97
oil|apple|soda|dessert|carrot,1.4|3.1|2.1|4.9|3.6,5.03|2.05|5.87|3.59|2.44
nuts|pizza|carrot|croissant|juice|soap,4.3|3.8|2.6|1.5|3.5|3.6,4.06|4.6|3.42|4.38|10.64|6.37
tomato|orange|pizza|ice_cream|beef,3.2|1.6|2.7|2.6|5.0,3.89|1.74|6.74|3.68|12.65
dinner|salt|milk|ice_cream|cream|onion,1.9|1.4|2.8|2.0|2.8|3.5,3.01|4.09|3.18|6.38|4.3|2.55
lettuce|salami|chocolate|sugar|cookies|cream|tomato,2.2|1.5|2.5|3.1|3.6|3.5|2.4,1.39|7.77|2.6|4.83|2.14|3.01|1.84
ice_cream|detergent|dessert|cream|beer,2.0|2.6|3.8|2.0|2.1,2.33|6.65|8.74|4.24|1.99
soda|toothpaste|shampoo|pizza|cheese|crackers|hummus,1.3|2.3|4.1|3.4|1.6|4.4|1.1,10.43|9.74|11.96|5.05|2.64|6.49|4.01
salt|salmon|butter|dinner|candy|cookies,3.5|3.6|1.3|3.0|4.1|2.4,7.02|10.56|7.22|9.09|3.95|2.7
muffin|banana|olives|bread|bagel|orange|chocolate,4.8|1.3|1.6|4.2|1.1|4.3|2.9,2.63|1.03|6.4|3.36|5.32|1.94|6.98
banana|muffin|beer|olives|detergent,4.7|1.1|4.4|2.8|2.2,2.28|4.46|11.69|9.85|7.8
croissant|shampoo|water|pasta|muffin|toilet_paper|salmon,1.7|2.6|2.0|4.9|1.0|2.8|2.6,4.46|5.93|5.74|2.12|1.86|10.19|9.74
olives|vinegar|toilet_paper,2.5|2.7|3.5,7.71|4.7|7.13
beer|dinner|butter|orange|salami|hummus|croissant,4.6|1.8|2.2|2.2|2.1|4.0|3.8,2.88|6.92|5.24|1.27|6.2|6.58|5.43
toilet_paper|turkey|shampoo|water|berries|orange,1.0|2.5|2.2|3.9|5.0|1.5,10.65|8.75|8.82|3.71|6.57|3.21
toothpaste|chips|dessert|salmon|carrot|apple|crackers,2.7|4.4|2.2|3.0|2.1|2.0|4.3,3.26|4.02|6.12|9.12|3.45|3.81|5.99
carrot|wine|flour|cookies|vegetables,1.4|2.1|4.5|1.7|3.5,2.0|3.85|3.49|2.16|9.49
onion|hummus|salami|coffee|muffin|dessert,4.1|1.4|2.7|4.0|4.5|4.3,2.63|8.22|6.49|10.52|3.47|7.2
salmon|potato|ham|onion,1.7|1.9|4.2|4.2,7.61|1.53|5.37|1.34
vinegar|onion|cookies|banana|carrot,3.1|1.0|2.8|3.5|4.2,2.08|1.79|3.41|1.68|3.7
muffin|beer|wine|coffee|milk|salmon|dessert,2.9|1.5|1.6|2.8|2.9|1.6|2.5,2.8|2.95|10.14|6.35|7.58|14.97|9.2
tuna|pizza|flour,4.8|3.8|2.5,6.02|5.78|2.89
dinner|beef|toothpaste|milk|soda,4.7|4.8|3.1|2.7|4.7,6.35|11.06|7.75|6.15|4.65
candy|apple|olives|cream,1.9|3.1|3.7|2.2,2.51|2.19|6.36|5.06
salt|lettuce|cereal|milk,3.3|1.3|1.9|4.9,6.83|2.39|6.54|6.51
candy|tomato|tuna|onion|hummus,1.0|4.6|3.9|1.8|4.2,3.66|1.79|13.93|1.4|5.67
toothpaste|orange|salami|onion|pasta|detergent|soap,2.6|2.4|1.6|1.7|4.2|1.8|3.2,3.38|3.34|8.02|2.82|5.19|9.2|7.52
ice_cream|toothpaste|olives|ham|pizza|toilet_paper,4.0|1.6|1.9|3.9|3.9|4.1,5.43|8.07|4.94|8.21|7.66|7.35
cereal|tea|ice_cream|toothpaste|detergent,3.8|1.5|4.5|2.6|1.2,6.22|10.49|2.88|11.08|5.61
soap|hummus|juice|paper_towels|cake,4.3|3.6|4.9|4.6|2.6,3.48|7.95|3.19|3.14|5.79
potato|water|shampoo|yogurt|coffee|croissant|butter,4.3|1.2|4.2|3.4|2.5|1.8|4.2,1.49|10.7|8.27|3.74|10.34|1.94|3.11
cereal|yogurt|flour|tomato|vinegar,5.0|2.8|3.2|4.2|1.8,4.04|4.18|3.53|3.33|6.05
olives|croissant|turkey_slices|beer,3.3|1.8|3.3|3.1,6.48|3.26|8.48|10.61
soda|cookies|pretzels|vinegar|salt|hummus|crackers,1.6|1.4|1.5|4.0|1.8|4.0|2.5,1.11|3.91|5.6|2.83|5.09|5.29|4.65
yogurt|butter|wine|beef|lettuce|orange,3.9|3.3|4.8|2.0|4.0|2.3,7.39|2.3|2.41|11.15|1.37|1.14
chips|cake|flour|turkey_slices|turkey|yogurt,3.5|3.8|1.2|1.6|4.0|1.9,4.86|2.24|6.73|6.57|13.91|5.11
yogurt|wine|butter|cake|sugar|soda|pretzels,2.1|4.4|3.3|1.4|3.8|2.0|2.1,6.58|9.2|2.54|2.69|5.34|10.49|3.86
nuts|tuna|cheese|berries|onion,1.3|3.4|2.8|3.2|4.4,6.48|7.79|6.0|7.67|2.06
potato|vegetables|salmon|oil,3.1|4.2|2.9|2.0,2.18|5.44|8.15|4.85
sugar|apple|salmon|dessert,4.0|3.8|4.7|1.1,1.73|1.98|8.76|5.27
vegetables|yogurt|shampoo|nuts|muffin|tuna|flour,2.3|3.0|3.5|2.7|1.7|4.4|2.5,7.58|4.36|11.52|2.28|3.33|13.55|3.84
lettuce|rice|hummus|chocolate|toilet_paper|pasta,3.1|2.4|3.5|2.6|2.7|2.1,1.65|5.86|6.55|4.55|10.19|2.59
wine|flour|yogurt|toothpaste|chocolate,4.7|1.8|2.7|4.8|4.5,5.54|2.69|5.51|5.94|4.76
hummus|coffee|crackers|detergent|oil|flour,1.2|3.2|3.8|3.8|2.4|1.9,6.91|10.67|4.22|11.22|3.18|5.63
paper_towels|juice|croissant|coffee|oil|dinner|beef|berries,3.9|3.6|2.9|1.1|2.5|4.4|1.0|2.1,6.38|5.98|5.91|5.62|1.98|3.11|5.83|4.9
oil|hummus|sugar|muffin,1.9|3.9|3.8|3.2,4.9|8.4|3.01|5.47
sugar|detergent|soap|turkey|vegetables,4.5|4.1|3.3|3.8|4.3,3.33|5.24|7.36|6.23|7.6
toilet_paper|oil|soap|cereal|shampoo|water|chips,2.2|1.6|1.3|4.2|1.5|3.9|2.9,11.67|2.22|8.49|4.48|6.28|6.84|6.99
vinegar|pasta|flour|yogurt|cereal|water|crackers,1.7|1.0|1.6|4.6|1.6|4.5|3.1,6.5|7.49|3.7|3.45|6.47|7.46|3.69
pork|onion|pretzels|beef,3.6|4.4|1.1|1.1,9.27|3.29|4.63|9.38
ham|flour|milk|carrot,2.3|3.2|2.9|4.6,7.78|1.7|6.63|1.32
yogurt|pasta|vinegar|coffee|milk|shampoo|toothpaste,3.6|4.7|1.1|4.7|2.9|3.7|3.8,6.12|6.63|7.41|2.78|4.46|7.12|11.62
flour|ham|milk|chocolate|chips|orange|soap|potato,4.0|3.7|4.9|3.1|4.6|4.0|3.0|2.4,7.32|9.1|4.18|3.49|2.63|2.75|11.4|3.01
vinegar|paper_towels|salt|banana|pretzels|tuna|detergent|water,3.7|4.5|4.6|2.3|4.3|4.4|4.0|4.4,5.6|7.11|5.56|2.74|4.78|7.72|6.05|2.02
bread|ham|cookies|bagel|crackers|tea|milk,2.1|1.2|2.7|2.9|2.5|1.8|2.9,4.63|7.76|3.5|3.65|3.47|3.25|3.94
toilet_paper|juice|tea|carrot|olives|sugar|ham,2.8|3.2|3.3|4.4|2.5|2.4|1.7,9.09|10.52|7.71|1.57|5.87|6.5|9.96
bagel|sugar|juice|salmon|banana,3.0|1.3|1.5|1.3|1.1,5.78|6.07|1.33|7.27|1.05
dinner|crackers|chicken|orange|juice|hummus,4.3|4.7|3.8|2.8|4.2|3.9,9.49|6.87|9.25|3.46|3.89|8.71
yogurt|dinner|salami|chocolate|lettuce|detergent|chips,1.3|1.0|2.7|1.7|3.0|1.8|2.7,7.44|4.78|5.36|2.46|1.85|3.76|5.3
pretzels|berries|sugar|cake|pork,4.2|1.9|3.3|2.8|2.3,4.25|7.06|6.74|3.22|6.62
coffee|soap|dessert|salami,2.6|4.9|1.4|2.3,11.4|6.29|6.36|6.7
muffin|pork|butter|water|ham|milk|juice,1.6|2.7|3.1|1.0|3.9|3.9|3.3,5.57|13.25|2.49|8.41|6.01|6.05|8.47
banana|soap|bagel|pizza|apple|cereal,3.1|3.9|2.4|2.0|3.1|4.3,1.23|7.98|3.6|5.42|2.92|4.5
cream|carrot|salami|chicken|nuts|milk|hummus,3.0|2.9|1.4|3.6|1.4|4.8|4.9,6.07|1.58|5.19|11.05|5.48|5.87|4.25
salmon|chips|beef|soap|tomato|onion|toilet_paper|pasta,2.8|3.4|2.3|4.3|1.2|1.9|4.2|3.3,9.47|5.23|9.71|8.18|1.55|1.13|10.91|2.91
tea|toothpaste|vegetables|beer|muffin|flour,4.8|2.4|2.6|4.5|1.1|4.3,1.32|8.25|7.71|5.75|5.99|4.93
tea|ice_cream|soap|chocolate|bagel|onion,3.6|4.9|4.8|4.9|2.5|1.8,3.43|7.38|7.36|2.81|2.49|1.58
salmon|toothpaste|juice|water|dinner,3.0|4.5|1.9|4.9|4.4,11.28|11.64|11.67|8.89|4.88
toilet_paper|salmon|banana|flour|yogurt|crackers,4.8|2.4|2.5|1.6|3.9|2.6,10.29|14.79|3.71|5.48|7.81|2.25
dessert|hummus|beer|toilet_paper|cheese|nuts,2.2|2.9|2.2|3.8|1.4|1.5,6.26|9.25|2.38|6.32|7.65|3.11
lettuce|toothpaste|sugar|oil|onion,2.4|4.7|2.9|3.5|3.3,2.92|7.03|2.65|7.82|1.12
tea|salt|detergent|soda,4.9|4.4|1.6|2.6,7.74|7.7|8.78|2.87
muffin|carrot|candy|salt|cereal|lettuce|tuna,2.6|3.3|3.7|3.3|1.1|4.8|4.7,4.31|2.94|2.02|1.59|2.34|1.0|13.16
vinegar|flour|toilet_paper|salami|hummus,4.8|1.5|1.0|2.0|2.8,7.58|2.02|3.57|7.83|4.9
coffee|toothpaste|nuts|cream,1.6|4.8|3.5|4.3,11.75|9.11|6.38|4.52
olives|soda|vinegar|banana|lettuce,3.8|2.5|1.7|2.3|2.8,9.86|6.43|4.89|3.73|2.18
paper_towels|pretzels|rice|chicken|banana|cake,3.2|3.8|4.0|1.2|3.9|3.9,7.65|2.78|6.08|13.02|3.15|3.72
ice_cream|oil|dessert|wine|banana,3.9|1.1|4.1|2.3|3.4,3.06|2.18|8.38|2.27|2.26
chips|berries|cookies|ice_cream|vinegar,4.5|2.1|4.8|4.7|3.0,2.43|5.88|4.6|4.83|3.31
potato|toothpaste|bread|soda|beef|salmon,5.0|1.3|1.0|2.3|3.8|4.6,3.81|11.46|4.84|6.03|11.98|9.67
lettuce|bread|berries|onion|turkey_slices|crackers|cream|rice,4.9|4.7|3.0|1.1|1.7|2.5|4.0|1.6,1.13|4.04|7.7|1.35|9.72|4.31|4.89|7.48
paper_towels|crackers|cream|orange|tomato|oil|detergent|toilet_paper,1.2|2.8|2.1|3.4|2.5|2.8|2.8|1.3,11.15|6.6|4.24|2.41|2.79|2.05|9.12|3.1
hummus|detergent|flour|vinegar|wine|nuts|cake,1.0|4.8|2.7|1.8|1.4|2.9|4.2,9.92|5.87|8.0|7.93|3.03|6.68|4.35
potato|cookies|candy|shampoo|bagel,1.6|2.6|4.8|3.8|1.6,2.98|4.17|6.28|4.06|2.98
lettuce|detergent|water|chips,4.3|2.6|2.6|2.1,1.95|3.88|10.35|2.18
chips|dinner|vegetables|lettuce|ham|cheese,1.4|1.8|3.1|2.7|2.1|2.4,5.72|4.98|6.66|1.98|6.23|5.59
banana|lettuce|milk|candy|vegetables|beer,2.4|4.5|4.3|4.5|3.5|3.0,1.06|1.59|7.14|3.6|9.06|9.56
berries|wine|turkey_slices|chips|pork,4.9|5.0|2.8|2.3|2.9,4.29|2.79|8.89|2.87|11.3
shampoo|nuts|vinegar|flour|detergent|tomato|cheese,4.9|4.9|4.5|1.7|1.9|1.0|4.6,3.8|2.0|1.82|5.99|5.66|3.71|6.15
butter|flour|lettuce|vegetables|rice,1.5|1.1|2.2|4.3|2.3,5.23|6.75|1.3|5.06|3.19
chicken|pork|milk|candy|flour|orange|bagel|vinegar,3.0|4.6|2.7|3.5|2.4|2.8|1.9|2.5,8.22|10.4|6.85|6.09|2.29|2.43|3.25|5.97
wine|salmon|paper_towels|turkey_slices|soap|rice|crackers,2.3|1.6|1.1|3.8|1.4|1.6|1.9,7.11|10.77|8.46|7.24|4.06|2.88|5.74
vinegar|ham|turkey_slices|chips|lettuce|paper_towels,2.5|3.4|3.8|1.1|3.9|3.3,6.66|8.19|7.08|5.28|1.95|3.03
pasta|pretzels|flour|shampoo,3.1|2.0|4.3|1.8,3.2|2.53|2.67|8.5
vinegar|pasta|cereal|juice|tea|nuts,1.5|4.4|1.5|1.1|1.1|2.6,2.1|6.51|5.39|4.08|11.05|3.28
nuts|shampoo|chocolate|potato|cream|salmon|chicken,1.1|3.0|2.8|1.5|4.0|3.3|1.9,2.76|8.06|6.75|2.81|5.72|13.69|5.66
pasta|toilet_paper|chocolate|detergent|butter,4.9|1.6|2.8|3.6|2.3,7.56|9.94|3.23|9.0|7.2
tea|ice_cream|olives|turkey,2.1|4.9|3.9|1.2,6.64|2.05|7.61|13.01
dessert|juice|tuna|cereal|paper_towels|dinner|soap,3.1|3.4|1.5|1.3|2.6|4.0|1.9,6.51|10.78|8.23|2.13|4.11|8.7|8.96
nuts|butter|vinegar|berries|salami,4.2|2.1|1.8|1.4|2.5,3.45|6.79|6.68|3.85|8.4
rice|banana|cookies|cake|paper_towels|nuts,2.4|2.2|2.1|1.4|2.0|2.9,3.65|2.0|4.58|4.52|3.3|5.21
paper_towels|shampoo|water|toothpaste|dinner,1.7|2.9|2.5|2.9|1.8,9.28|4.25|3.97|11.39|3.06
bread|crackers|cookies|bagel|cake|pork,1.1|1.0|3.9|4.3|2.7|4.5,1.57|2.88|5.23|4.2|5.51|14.2
cheese|oil|sugar|cream,3.1|2.4|1.9|1.5,2.19|5.27|7.83|2.71
bagel|cheese|lettuce|turkey|beef,1.3|1.7|3.3|5.0|4.2,3.85|4.82|2.62|7.33|7.29
potato|yogurt|chicken|orange|beef|turkey,2.8|1.6|2.2|2.5|4.0|3.7,2.36|7.0|14.34|2.55|11.62|8.58
turkey|orange|juice|onion|rice|flour|soda,3.3|3.4|2.9|4.7|4.2|4.4|1.2,11.11|1.88|7.06|2.38|4.94|2.87|8.55
apple|soda|turkey|pretzels|cream,1.7|3.2|1.5|1.8|3.6,2.92|6.47|11.18|5.85|3.34
